Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,CareerScore
39,No,Travel_Frequently,Research & Development,2,1,Medical,1,2505,Male,2,Healthcare Representative,Divorced,51550,2.0,18,8,1,7.0,3,2,2,2,Medium,Excelent,High,Very High,High,0.24416469194312795
43,No,Non-Travel,Human Resources,8,5,Medical,1,2506,Female,3,Sales Executive,Single,22580,4.0,18,8,0,7.0,2,3,1,2,High,Excelent,Low,High,Medium,0.2351928646656135
41,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,2507,Male,3,Research Scientist,Single,35970,3.0,13,8,1,11.0,2,3,1,2,Low,Excelent,Medium,Medium,Low,0.2903205634544497
41,No,Travel_Rarely,Research & Development,1,1,Technical Degree,1,2508,Male,3,Laboratory Technician,Divorced,25150,0.0,18,8,0,23.0,2,22,13,5,Medium,Excelent,High,High,Very High,0.538576224328594
30,No,Travel_Rarely,Sales,26,3,Marketing,1,2509,Female,2,Manager,Single,44200,9.0,11,8,0,9.0,3,7,0,2,High,Excelent,Low,High,High,0.18865521327014217
26,Yes,Travel_Rarely,Human Resources,2,1,Technical Degree,1,2510,Female,3,Sales Executive,Married,65780,0.0,15,8,2,6.0,3,5,1,4,Medium,Excelent,Very High,Medium,High,0.48581490258030546
46,Yes,Travel_Rarely,Research & Development,10,3,Medical,1,2511,Male,1,Sales Executive,Married,44220,4.0,11,8,1,13.0,2,9,3,7,High,Excelent,Very High,Medium,Very High,0.1761815429173249
40,No,Travel_Rarely,Sales,27,2,Medical,1,2512,Female,3,Sales Executive,Divorced,102740,4.0,18,8,0,12.0,3,5,0,3,High,Excelent,High,Very High,High,0.37197209057398634
34,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2513,Male,2,Laboratory Technician,Married,53430,1.0,14,8,0,10.0,5,10,4,8,Medium,Excelent,Medium,High,High,0.30705634544497107
58,No,Non-Travel,Research & Development,2,4,Medical,1,2514,Male,1,Laboratory Technician,Divorced,23760,4.0,12,8,1,37.0,3,16,14,14,High,Excelent,Medium,Medium,Medium,0.29924631384939443
35,No,Travel_Rarely,Research & Development,8,1,Technical Degree,1,2515,Female,3,Manufacturing Director,Married,53460,0.0,14,8,0,6.0,3,5,0,3,Medium,Excelent,Medium,High,Very High,0.46959583991574516
47,No,Travel_Rarely,Research & Development,19,5,Medical,1,2516,Female,2,Research Scientist,Divorced,28270,8.0,14,8,1,28.0,3,22,14,10,High,Excelent,High,Medium,High,0.2892114270668773
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2517,Male,2,Manager,Divorced,199430,2.0,13,8,1,15.0,3,7,7,7,High,Excelent,Medium,Low,High,0.48884610321221694
54,No,Travel_Rarely,Sales,27,4,Medical,1,2518,Male,1,Research Scientist,Married,31310,4.0,14,8,0,14.0,3,7,1,7,Medium,Excelent,Very High,Very High,Medium,0.16543575566087415
31,No,Travel_Frequently,Sales,8,4,Other,1,2519,Female,3,Manufacturing Director,Married,25520,2.0,18,8,0,9.0,2,3,2,2,High,Excelent,Low,Low,High,0.2848966561348078
28,No,Travel_Rarely,Sales,1,2,Life Sciences,1,2520,Male,3,Manager,Married,44770,1.0,15,8,0,3.0,6,3,1,2,High,Excelent,High,Low,High,0.3144056082148499
38,No,Travel_Rarely,Research & Development,19,3,Medical,1,2521,Female,2,Manufacturing Director,Married,64740,2.0,13,8,2,20.0,3,4,0,3,Low,Excelent,Medium,Very High,Medium,0.3427790942601369
26,No,Travel_Rarely,Sales,8,3,Marketing,1,2522,Female,1,Healthcare Representative,Single,30330,1.0,12,8,0,5.0,2,5,1,2,Medium,Excelent,High,Very High,High,0.1828956029489205
58,No,Travel_Frequently,Research & Development,10,4,Technical Degree,1,2523,Female,1,Sales Representative,Married,29360,2.0,13,8,1,23.0,3,2,2,2,High,Excelent,Low,High,High,0.2524519483938915
18,No,Non-Travel,Research & Development,2,3,Life Sciences,1,2524,Male,3,Sales Representative,Single,186060,1.0,24,8,2,0.0,4,0,0,0,High,Outstanding,Medium,High,Low,0.4816614007372301
31,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2525,Male,3,Laboratory Technician,Married,21680,0.0,14,8,1,2.0,2,1,0,0,High,Excelent,Very High,Low,High,0.40275803054239073
29,Yes,Travel_Rarely,Research & Development,8,2,Medical,1,2526,Male,1,Manager,Divorced,28530,4.0,14,8,1,4.0,5,2,2,0,Medium,Excelent,Low,Low,High,0.09927593470247498
45,No,Non-Travel,Sales,1,4,Technical Degree,1,2527,Male,1,Research Scientist,Married,170480,4.0,15,8,0,10.0,3,8,5,7,Medium,Excelent,High,High,Very High,0.3236506055818852
36,No,Travel_Rarely,Sales,2,3,Technical Degree,1,2528,Female,5,Laboratory Technician,Married,22900,4.0,11,8,0,15.0,5,1,0,0,High,Excelent,Very High,Medium,High,0.4106141390205371
43,No,Travel_Frequently,Sales,8,3,Medical,1,2529,Male,1,Research Director,Married,36000,1.0,23,8,0,7.0,2,7,7,7,High,Outstanding,Low,Very High,High,0.20286005792522382
27,No,Travel_Frequently,Sales,8,4,Life Sciences,1,2530,Male,5,Research Scientist,Single,21070,0.0,13,8,0,6.0,2,5,0,2,High,Excelent,Very High,Very High,Medium,0.5519549763033175
29,No,Travel_Frequently,Research & Development,6,2,Medical,1,2531,Male,1,Human Resources,Married,41150,1.0,11,8,0,11.0,1,11,3,10,High,Excelent,Very High,Very High,Very High,0.2346399420747762
32,No,Travel_Frequently,Sales,9,4,Life Sciences,1,2532,Male,4,Sales Executive,Single,43270,8.0,13,8,0,4.0,4,0,0,0,High,Excelent,Very High,Very High,Very High,0.28395866245392315
42,No,Non-Travel,Research & Development,11,3,Medical,1,2533,Male,1,Manager,Married,178560,3.0,18,8,0,10.0,2,6,3,3,High,Excelent,High,High,Medium,0.3467877830437072
47,No,Travel_Rarely,Sales,2,2,Life Sciences,1,2534,Female,5,Manager,Single,31960,4.0,14,8,1,7.0,3,2,2,0,Medium,Excelent,Medium,High,High,0.3725414691943128
46,No,Travel_Rarely,Human Resources,1,3,Life Sciences,1,2535,Female,1,Laboratory Technician,Divorced,190810,3.0,21,8,0,12.0,2,9,4,7,High,Outstanding,Very High,Very High,Medium,0.375414691943128
28,No,Non-Travel,Research & Development,7,3,Life Sciences,1,2536,Male,1,Sales Executive,Divorced,89660,1.0,16,8,1,3.0,3,3,2,2,Medium,Excelent,High,Very High,High,0.24850250131648233
29,No,Travel_Rarely,Research & Development,16,3,Medical,1,2537,Female,1,Manufacturing Director,Divorced,22100,8.0,11,8,1,11.0,4,7,1,6,High,Excelent,Very High,High,High,0.1123387309110058
42,No,Travel_Rarely,Sales,2,4,Medical,1,2538,Female,2,Research Director,Single,45390,4.0,17,8,1,8.0,5,0,0,0,High,Excelent,Very High,High,High,0.20897182727751445
32,Yes,Travel_Rarely,Research & Development,1,1,Medical,1,2539,Male,2,Laboratory Technician,Single,27410,7.0,11,8,0,7.0,3,2,2,2,High,Excelent,High,Medium,Medium,0.16030147446024223
46,No,Travel_Rarely,Research & Development,23,1,Life Sciences,1,2540,Male,2,Laboratory Technician,Divorced,34910,2.0,14,8,0,25.0,0,19,2,8,High,Excelent,Low,Low,High,0.33475842548709844
27,No,Travel_Rarely,Sales,2,3,Life Sciences,1,2541,Female,5,Research Scientist,Married,45410,1.0,14,8,2,9.0,4,9,5,8,Very High,Excelent,Medium,High,High,0.47774815692469724
29,No,Travel_Rarely,Research & Development,1,2,Medical,1,2542,Male,3,Sales Executive,Married,26780,1.0,25,8,1,1.0,3,1,0,0,High,Outstanding,Very High,Medium,High,0.2782220905739863
43,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,2543,Male,1,Manufacturing Director,Married,73790,7.0,13,8,2,21.0,3,16,6,14,Medium,Excelent,Low,High,High,0.24635992627698788
48,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2544,Female,2,Manager,Married,62720,4.0,14,8,0,29.0,3,22,12,9,Medium,Excelent,Very High,Medium,High,0.3630364665613481
29,Yes,Travel_Frequently,Research & Development,13,2,Life Sciences,1,2545,Female,1,Laboratory Technician,Single,52200,1.0,17,8,0,1.0,3,1,1,0,Medium,Excelent,Very High,Very High,Medium,0.1866870721432333
46,Yes,Travel_Rarely,Research & Development,4,4,Medical,1,2546,Female,2,Sales Representative,Married,27430,5.0,25,8,1,14.0,1,8,0,7,Very High,Outstanding,High,Medium,High,0.21449447077409162
27,No,Travel_Frequently,Research & Development,16,4,Medical,1,2547,Male,3,Healthcare Representative,Married,49980,0.0,20,8,2,8.0,3,7,7,3,High,Outstanding,Very High,Low,Medium,0.4775144813059505
39,No,Travel_Rarely,Research & Development,2,3,Technical Degree,1,2548,Male,3,Healthcare Representative,Divorced,102520,8.0,13,8,1,7.0,3,2,2,2,High,Excelent,Very High,Very High,High,0.31821024223275407
55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2549,Female,1,Human Resources,Married,27810,8.0,13,8,1,19.0,2,5,0,4,High,Excelent,Medium,Very High,Very High,0.16985584518167457
28,No,Travel_Rarely,Research & Development,29,2,Life Sciences,1,2550,Male,2,Laboratory Technician,Married,68520,1.0,18,8,1,1.0,2,1,0,0,Very High,Excelent,Medium,Medium,High,0.2706720642443391
30,Yes,Travel_Rarely,Sales,12,4,Life Sciences,1,2551,Female,2,Sales Executive,Single,49500,1.0,12,8,2,1.0,3,1,0,0,High,Excelent,Medium,Very High,Medium,0.24563256977356504
22,Yes,Travel_Rarely,Research & Development,16,2,Life Sciences,1,2552,Female,2,Laboratory Technician,Single,35790,1.0,19,8,3,1.0,3,1,0,0,High,Excelent,Very High,Medium,High,0.22758359662980518
36,No,Travel_Rarely,Research & Development,11,3,Life Sciences,1,2553,Male,1,Sales Executive,Married,131910,1.0,14,8,1,10.0,2,10,1,7,Medium,Excelent,Medium,High,High,0.3478738809899947
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,2554,Female,5,Manager,Divorced,103770,1.0,14,8,0,10.0,2,10,0,2,High,Excelent,Medium,High,High,0.5608280674038968
34,No,Travel_Rarely,Sales,14,2,Technical Degree,1,2555,Female,1,Sales Executive,Married,22350,2.0,14,8,1,9.0,2,5,1,0,High,Excelent,High,Very High,High,0.15572340705634544
29,No,Travel_Rarely,Research & Development,5,5,Life Sciences,1,2556,Female,1,Sales Executive,Single,105020,3.0,12,8,0,11.0,4,3,1,2,Medium,Excelent,Very High,Low,High,0.2562236703528173
37,No,Travel_Rarely,Research & Development,7,2,Medical,1,2557,Male,1,Manufacturing Director,Married,20110,5.0,13,8,0,16.0,4,5,0,4,Very High,Excelent,Very High,Low,High,0.15485781990521327
35,No,Travel_Rarely,Sales,2,1,Technical Degree,1,2558,Male,2,Laboratory Technician,Married,18590,0.0,25,8,1,4.0,2,3,0,2,Medium,Outstanding,Very High,Medium,High,0.3486901000526593
45,No,Travel_Rarely,Research & Development,3,3,Medical,1,2559,Female,2,Sales Executive,Married,37600,0.0,14,8,1,10.0,2,9,3,8,Medium,Excelent,Medium,Very High,Medium,0.411216429699842
36,No,Travel_Frequently,Research & Development,5,3,Medical,1,2560,Female,4,Manufacturing Director,Single,177790,1.0,17,8,1,10.0,5,10,0,8,Low,Excelent,Medium,Very High,Medium,0.5957740916271722
40,No,Travel_Rarely,Research & Development,3,3,Other,1,2561,Male,1,Sales Executive,Divorced,68330,2.0,13,8,0,22.0,3,19,11,16,High,Excelent,Low,Low,High,0.29750526592943655
26,No,Travel_Rarely,Research & Development,26,2,Life Sciences,1,2562,Male,2,Human Resources,Married,68120,1.0,13,8,0,1.0,2,1,1,0,Medium,Excelent,Medium,High,Medium,0.27014547130068456
27,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1,2563,Male,2,Manufacturing Director,Single,51710,0.0,20,8,1,9.0,1,8,0,7,Medium,Outstanding,Low,High,Medium,0.4235419957872565
48,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1,2564,Male,2,Research Director,Divorced,197400,3.0,14,8,0,24.0,2,22,4,7,Very High,Excelent,Very High,Very High,High,0.5215903106898367
44,No,Travel_Rarely,Sales,1,2,Medical,1,2565,Male,4,Manager,Married,187110,2.0,12,8,1,10.0,0,2,2,2,High,Excelent,Medium,Low,High,0.5663770405476567
34,Yes,Non-Travel,Research & Development,27,2,Life Sciences,1,2566,Female,1,Sales Representative,Married,36920,1.0,12,8,1,5.0,5,5,3,0,High,Excelent,Very High,Low,High,0.1915712216956293
56,Yes,Travel_Rarely,Human Resources,1,2,Medical,1,2567,Female,5,Sales Executive,Single,25590,1.0,21,8,0,5.0,3,4,1,0,High,Outstanding,Low,Very High,High,0.426655476566614
36,No,Travel_Rarely,Research & Development,13,3,Technical Degree,1,2568,Female,3,Healthcare Representative,Married,25170,2.0,14,8,0,12.0,3,4,1,3,High,Excelent,High,Medium,Low,0.30318588730911006
41,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,2569,Female,1,Sales Executive,Married,66230,5.0,18,8,0,14.0,3,5,1,4,High,Excelent,no puntuado,Medium,High,0.20307398630858348
42,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,2570,Female,2,Sales Executive,Married,182650,9.0,12,8,1,18.0,4,13,5,7,High,Excelent,High,Low,Very High,0.42717219589257505
31,No,Travel_Rarely,Sales,9,4,Life Sciences,1,2571,Female,1,Sales Executive,Divorced,161240,2.0,23,8,1,8.0,2,5,1,4,Medium,Outstanding,High,Very High,High,0.3323196419167983
34,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,2572,Female,3,Laboratory Technician,Married,25850,3.0,12,8,0,9.0,5,4,0,1,High,Excelent,Very High,Very High,Medium,0.2644977619799895
31,No,Travel_Rarely,Sales,25,2,Life Sciences,1,2573,Female,3,Manufacturing Director,Divorced,182130,8.0,21,8,2,4.0,3,2,2,2,Very High,Outstanding,Low,High,Medium,0.4042654028436019
26,No,Travel_Frequently,Sales,16,2,Life Sciences,1,2574,Male,2,Healthcare Representative,Married,83800,0.0,14,8,0,8.0,3,7,7,7,Very High,Excelent,High,Very High,High,0.4595379146919431
45,No,Travel_Frequently,Research & Development,8,4,Life Sciences,1,2575,Female,2,Manager,Single,29940,4.0,18,8,1,12.0,2,4,0,3,High,Excelent,Medium,High,High,0.21363217482885732
33,No,Travel_Rarely,Sales,1,3,Life Sciences,1,2576,Female,5,Sales Executive,Single,12230,1.0,13,8,1,10.0,3,10,0,9,High,Excelent,Medium,High,Medium,0.4403172722485519
28,No,Travel_Frequently,Sales,8,3,Life Sciences,1,2577,Male,4,Research Scientist,Married,11180,1.0,11,8,0,7.0,3,7,0,7,High,Excelent,High,Very High,High,0.35768496577145864
29,Yes,Travel_Frequently,Human Resources,2,4,Human Resources,1,2578,Male,2,Sales Executive,Single,28750,1.0,11,8,0,1.0,3,1,0,0,High,Excelent,High,Low,High,0.21831556082148498
39,No,Non-Travel,Research & Development,8,5,Medical,1,2579,Female,2,Sales Representative,Married,188240,6.0,19,8,1,10.0,4,3,1,2,High,Excelent,Low,High,High,0.39524561799443314
27,No,Travel_Rarely,Sales,3,2,Technical Degree,1,2580,Male,2,Healthcare Representative,Married,135770,1.0,12,8,1,6.0,2,5,1,2,High,Excelent,Medium,Medium,Medium,0.3904555028962612
34,No,Travel_Frequently,Research & Development,9,4,Life Sciences,1,2581,Female,2,Manufacturing Director,Married,26250,1.0,12,8,3,16.0,4,15,6,11,High,Excelent,High,Very High,High,0.308774354923644
28,Yes,Travel_Rarely,Research & Development,25,3,Technical Degree,1,2582,Male,1,Research Director,Single,187890,3.0,16,8,1,6.0,4,2,2,2,High,Excelent,Very High,High,High,0.33407056345444974
47,No,Non-Travel,Research & Development,1,4,Medical,1,2583,Male,1,Research Scientist,Married,45380,8.0,11,8,0,16.0,3,8,1,7,High,Excelent,High,Medium,Very High,0.1742364402317009
56,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1,2584,Female,2,Sales Executive,Married,198470,4.0,14,8,0,6.0,6,0,0,0,High,Excelent,Very High,Low,No puntuado,0.39799894681411274
39,No,Travel_Rarely,Research & Development,1,3,Other,1,2585,Female,1,Laboratory Technician,Married,105120,1.0,12,8,1,10.0,2,10,7,9,High,Excelent,Low,Low,High,0.3126053185887309
38,No,Travel_Frequently,Research & Development,4,2,Medical,1,2586,Female,1,Manager,Divorced,44440,1.0,13,8,0,20.0,2,20,0,7,High,Excelent,Very High,Medium,High,0.2952211690363349
58,No,Travel_Rarely,Sales,5,3,Marketing,1,2587,Male,5,Sales Representative,Married,21540,4.0,21,8,1,29.0,3,1,0,0,High,Outstanding,Very High,Very High,Medium,0.49632372301211164
32,Yes,Travel_Frequently,Research & Development,9,3,Life Sciences,1,2588,Male,2,Laboratory Technician,Single,191900,3.0,17,8,1,8.0,2,4,0,3,High,Excelent,Low,High,High,0.4143496577145866
38,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,2589,Female,1,Sales Representative,Divorced,44900,2.0,21,8,1,10.0,1,5,0,3,High,Outstanding,Medium,Very High,Very High,0.191660084254871
49,No,Travel_Frequently,Sales,11,4,Life Sciences,1,2590,Male,2,Research Scientist,Married,35060,3.0,11,8,1,28.0,4,5,4,3,Medium,Excelent,Medium,Very High,High,0.3328725645076356
42,No,Travel_Rarely,Sales,1,3,Life Sciences,1,2591,Female,1,Sales Executive,Divorced,23720,3.0,12,8,1,14.0,3,0,0,0,High,Excelent,Medium,Very High,High,0.16794365455502897
27,Yes,Travel_Frequently,Sales,8,1,Life Sciences,1,2592,Male,4,Laboratory Technician,Married,102310,1.0,13,8,1,1.0,2,1,0,0,High,Excelent,Low,Medium,High,0.4401560031595576
35,No,Travel_Rarely,Research & Development,25,1,Medical,1,2593,Male,1,Sales Executive,Married,54100,0.0,18,8,0,6.0,4,5,0,4,High,Excelent,Medium,Low,Low,0.3454383886255924
28,No,Non-Travel,Research & Development,21,1,Medical,1,2594,Male,3,Research Scientist,Single,79780,1.0,16,8,2,5.0,2,5,1,4,High,Excelent,High,High,Medium,0.37299565560821485
31,No,Non-Travel,Sales,23,1,Medical,1,2595,Male,1,Sales Executive,Divorced,38670,1.0,11,8,1,4.0,4,4,2,3,Very High,Excelent,High,Low,Very High,0.18762506582411795
36,No,Non-Travel,Research & Development,1,3,Life Sciences,1,2596,Male,2,Research Scientist,Married,28380,1.0,19,8,2,5.0,5,5,0,2,Low,Excelent,Low,Medium,High,0.24282846234860453
34,No,Travel_Rarely,Sales,2,3,Marketing,1,2597,Male,4,Healthcare Representative,Single,46950,1.0,16,8,1,14.0,2,14,2,1,High,Excelent,Low,Very High,Medium,0.44852553975776727
34,No,Travel_Rarely,Research & Development,19,3,Technical Degree,1,2598,Female,1,Research Director,Divorced,33390,1.0,16,8,0,9.0,2,8,1,1,Medium,Excelent,Very High,High,Medium,0.21192403896787784
26,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,2599,Male,2,Research Scientist,Single,20800,0.0,13,8,0,8.0,6,7,7,6,Very High,Excelent,High,Low,Medium,0.3765995260663507
29,No,Travel_Rarely,Research & Development,2,4,Other,1,2600,Male,2,Laboratory Technician,Married,20960,0.0,22,8,0,6.0,2,5,0,2,Very High,Outstanding,Low,Low,Medium,0.3643101632438125
32,No,Non-Travel,Research & Development,3,1,Life Sciences,1,2601,Male,3,Manager,Divorced,62090,5.0,17,8,1,9.0,5,5,1,2,Very High,Excelent,High,Very High,High,0.2913737493417588
31,No,Travel_Frequently,Research & Development,25,5,Technical Degree,1,2602,Female,2,Human Resources,Married,180610,1.0,14,8,1,10.0,2,10,8,7,High,Excelent,Very High,Low,High,0.4744865718799368
28,Yes,Travel_Rarely,Sales,7,5,Life Sciences,1,2603,Female,2,Sales Representative,Divorced,171230,5.0,15,8,1,6.0,2,4,0,3,Medium,Excelent,High,Very High,Medium,0.3538046340179042
38,No,Travel_Rarely,Research & Development,9,2,Technical Degree,1,2604,Male,3,Sales Representative,Single,23720,4.0,12,8,0,20.0,3,1,0,0,Medium,Excelent,Low,Low,Medium,0.317943654555029
35,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,2605,Male,2,Sales Representative,Married,48830,1.0,18,8,1,10.0,1,10,0,9,Low,Excelent,High,Very High,High,0.30100052659294363
27,No,Travel_Rarely,Sales,2,3,Life Sciences,1,2606,Female,1,Manager,Single,39040,1.0,15,8,0,7.0,2,7,0,7,High,Excelent,Very High,Very High,High,0.20686216429699844
32,No,Travel_Rarely,Research & Development,8,1,Medical,1,2607,Female,2,Research Scientist,Single,46270,8.0,17,8,1,8.0,2,1,0,0,Medium,Excelent,Very High,Very High,High,0.1879081095313323
31,Yes,Travel_Frequently,Research & Development,2,1,Other,1,2608,Male,3,Sales Executive,Married,70940,1.0,14,8,1,10.0,2,10,0,8,High,Excelent,Low,Very High,High,0.3926079515534492
53,Yes,Travel_Rarely,Research & Development,18,3,Medical,1,2609,Male,1,Research Scientist,Single,34230,6.0,15,8,1,15.0,4,2,2,2,High,Excelent,Low,Low,Medium,0.1612441698638381
54,No,Travel_Rarely,Research & Development,14,3,Other,1,2610,Male,3,Research Scientist,Married,66740,3.0,17,8,1,9.0,2,4,2,3,High,Excelent,Low,High,Medium,0.31832872564507636
33,No,Travel_Frequently,Research & Development,2,4,Medical,1,2611,Female,4,Sales Executive,Divorced,168800,1.0,14,8,3,9.0,2,9,2,8,High,Excelent,Very High,High,High,0.5776889152185362
43,No,Travel_Rarely,Research & Development,3,3,Medical,1,2612,Male,1,Research Scientist,Married,90940,1.0,12,8,1,10.0,0,10,0,9,High,Excelent,Low,High,High,0.2939375987361769
38,No,Travel_Frequently,Research & Development,2,5,Medical,1,2613,Female,4,Sales Executive,Married,84460,0.0,14,8,0,7.0,3,6,1,2,Medium,Excelent,Very High,Medium,High,0.5791567930489732
55,No,Travel_Rarely,Sales,9,3,Marketing,1,2614,Male,2,Laboratory Technician,Married,119160,4.0,15,8,1,35.0,3,10,1,4,Medium,Excelent,High,Medium,High,0.4748387309110058
31,No,Travel_Rarely,Sales,6,3,Other,1,2615,Male,1,Manufacturing Director,Divorced,45340,1.0,13,8,0,1.0,2,1,0,0,High,Excelent,Very High,Very High,High,0.17765600315955768
39,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,2616,Male,2,Sales Executive,Single,98520,0.0,12,8,1,21.0,5,20,11,10,Medium,Excelent,Medium,Low,High,0.5601665350184307
